id,Machine_failure_pred,Probability
136429,0,0.002101540378518147
136430,0,0.0010394378087282728
136431,0,0.0025633072894891713
136432,0,0.00277254820435247
136433,0,0.0034261642804308246
136434,0,0.002564371512547468
136435,0,0.0037046733536560306
136436,0,0.005041501002152906
136437,0,0.0013006197409155757
136438,0,0.0012238070637332146
136439,0,0.002385482514414547
136440,0,0.0020756214373707834
136441,0,0.001173473051615874
136442,0,0.0018092667224780877
136443,0,0.0027332131765519297
136444,0,0.005456925270672169
136445,0,0.001007633626983067
136446,1,0.9925737482923378
136447,0,0.002396893061222339
136448,0,0.0019374329025092676
136449,0,0.005476986747767597
136450,0,0.003995924820797251
136451,0,0.021149403026727596
136452,0,0.022558170135051597
136453,0,0.0038078716637250133
136454,0,0.0014134910544657256
136455,0,0.001825349458009568
136456,0,0.0072483477874001785
136457,0,0.0059357332146006
136458,0,0.004776477569285682
136459,0,0.003199433608714147
136460,0,0.0027388703321784445
136461,0,0.0011467446384238556
136462,0,0.017793498355964905
136463,0,0.0020760461454376955
136464,0,0.003389906544411529
136465,0,0.0014937229717448275
136466,0,0.0018708936429361572
136467,0,0.0012666870517105727
136468,0,0.002525873697510604
136469,0,0.0013308655789826995
136470,0,0.0027615152671991187
136471,0,0.0085018695572512
136472,0,0.006893810591113985
136473,0,0.002408609373023288
136474,0,0.002448360872550681
136475,0,0.0028012231801858843
136476,0,0.0066257338394182
136477,0,0.00236434802715755
136478,0,0.0019995223138292786
136479,0,0.0012321281491203234
136480,0,0.006662772677510786
136481,0,0.0022048161967726833
136482,0,0.03306666225465563
136483,0,0.002783560758330209
136484,0,0.0010077119844885212
136485,0,0.0012780734121293365
136486,0,0.002459451596358411
136487,0,0.0014544632656546608
136488,0,0.004029055396027939
136489,0,0.001097687399957157
136490,0,0.024039133526697485
136491,0,0.0034637750834291235
136492,0,0.0030279425729959155
136493,0,0.0032781588619398058
136494,0,0.0010504190517760202
136495,0,0.002821517915404509
136496,0,0.004773356343833765
136497,0,0.0025205328512755295
136498,0,0.010197086605329945
136499,0,0.0013118454919955798
136500,0,0.0006181536711845357
136501,0,0.001607777692033587
136502,0,0.006471688076884573
136503,0,0.0025675798523631965
136504,0,0.001251679429052707
